cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations
44465472,6-methylsulfonyl-2-[4-(3-methyl-2-thienyl)phenyl]-1H-benzimidazole,CC1=C(SC=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)S(=O)(=O)C,C19H16N2O2S2,4,1,3,4.670320000000004,368.06531975199994,25,62.82,0.3979624323463865,0
122690299,2-[4-(2-fluorophenyl)phenyl]-3H-benzimidazole-5-carbohydroxamic acid,C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)NO)F,C20H14FN3O2,3,3,3,4.155000000000002,347.10700490799996,26,78.01,0.3332906037687476,0
53326580,[2-(4-methoxyphenyl)-3H-benzimidazol-5-yl]methanamine,COC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)CN,C15H15N3O,3,2,3,2.6971999999999996,253.1215121,19,63.92999999999999,0.2972000625684343,0
130450198,"12,27-bis(benzimidazolo[1,2-a]benzimidazol-5-yl)-5-[12,27-di(carbazol-9-yl)-8,15,23,30-tetrazaheptacyclo[21.7.0.02,7.08,16.09,14.017,22.024,29]triaconta-1(30),2(7),3,5,9(14),10,12,15,17,19,21,24(29),25,27-tetradecaen-4-yl]-8,15,23,30-tetrazaheptacyclo[21.7.0.02,7.08,16.09,14.017,22.024,29]triaconta-1(30),2(7),3,5,9(14),10,12,15,17,19,21,24(29),25,27-tetradecaene",C1=CC=C2C(=C1)C3=CC=CC=C3N2C4=CC5=C(C=C4)N6C7=C(C=C(C=C7)C8=CC9=C(C=C8)C1=NC2=C(N1C1=CC=CC=C1C1=NC3=C(N91)C=CC(=C3)N1C3=CC=CC=C3N3C1=NC1=CC=CC=C13)C=CC(=C2)N1C2=CC=CC=C2N2C1=NC1=CC=CC=C12)C1=NC2=C(N1C1=CC=CC=C1C6=N5)C=CC(=C2)N1C2=CC=CC=C2C2=CC=CC=C21,C102H58N16,16,0,5,23.97820000000005,1506.5030358559998,118,123.51999999999998,0.9553108808290157,3
52943508,6-ethylsulfonyl-2-[4-(2-fluorophenyl)phenyl]-1H-benzimidazole,CCS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=CC=CC=C4F,C21H17FN2O2S,3,1,4,4.829600000000003,380.09947700400005,27,62.82,0.4297994269340974,0
164625461,2-[2-(5-phenyl-2-thienyl)-3H-benzimidazol-5-yl]guanidine,C1=CC=C(C=C1)C2=CC=C(S2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N,C18H15N5S,3,3,3,3.8633000000000015,333.10481648000007,24,93.08,0.2578427159432746,0
52945540,2-[4-(3-chloro-2-fluoro-phenyl)phenyl]-6-methylsulfonyl-1H-benzimidazole,CS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=C(C(=CC=C4)Cl)F,C20H14ClFN2O2S,3,1,3,5.092900000000002,400.044854588,27,62.82,0.4297994269340974,1
15435186,2-(4-phenylphenyl)-3H-benzimidazole-5-carboxamidine,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=N)N,C20H16N4,2,3,3,4.180970000000003,312.13749651200004,24,78.55,0.305537873965627,0
17325485,4-[4-(1H-benzimidazol-2-yl)phenyl]morpholine,C1COCCN1C2=CC=C(C=C2)C3=NC4=CC=CC=C4N3,C17H17N3O,3,1,2,3.0665000000000013,279.137162164,21,41.15,0.5103280680437424,0
10269199,2-[4-(2-chlorophenyl)phenyl]-3H-benzimidazole-5-carboxamide,C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)N)Cl,C20H14ClN3O,2,2,3,4.649200000000002,347.082539748,25,71.77,0.34833495889647487,0
161427680,"6-[3,5-bis(4-pyridyl)phenyl]-2,3-diphenyl-imidazo[4,5-c]carbazole;6-[2,6-bis(4-pyridyl)-4-pyridyl]-2,3-diphenyl-imidazo[4,5-c]carbazole;6-(4,6-diphenylpyrimidin-2-yl)-3-phenyl-2-(4-phenylphenyl)imidazo[4,5-c]carbazole",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3C5=CC=CC=C5)C=CC6=C4C7=CC=CC=C7N6C8=NC(=CC(=N8)C9=CC=CC=C9)C1=CC=CC=C1.C1=CC=C(C=C1)C2=NC3=C(N2C4=CC=CC=C4)C=CC5=C3C6=CC=CC=C6N5C7=CC(=CC(=C7)C8=CC=NC=C8)C9=CC=NC=C9.C1=CC=C(C=C1)C2=NC3=C(N2C4=CC=CC=C4)C=CC5=C3C6=CC=CC=C6N5C7=CC(=NC(=C7)C8=CC=NC=C8)C9=CC=NC=C9,C128H84N16,16,0,16,30.802800000000108,1844.7064866879998,144,158.47999999999996,0.9086320040383646,3
59487151,3-[4-(6-chloro-1H-benzimidazol-2-yl)phenyl]cyclopentanone,C1CC(=O)CC1C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)Cl,C18H15ClN2O,2,1,2,4.719900000000003,310.08729078,22,45.75,0.4808743169398907,0
164618357,2-[2-[5-(4-chlorophenyl)isoxazol-3-yl]-3H-benzimidazol-5-yl]guanidine,C1=CC(=CC=C1C2=CC(=NO2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N)Cl,C17H13ClN6O,4,3,3,3.4432,352.0839367160001,25,119.10999999999999,0.2098900176307615,0
117784644,"6-(4,6-diphenylpyrimidin-2-yl)-3-phenyl-2-(4-phenylphenyl)imidazo[4,5-c]carbazole",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3C5=CC=CC=C5)C=CC6=C4C7=CC=CC=C7N6C8=NC(=CC(=N8)C9=CC=CC=C9)C1=CC=CC=C1,C47H31N5,5,0,6,11.580599999999983,665.257945992,52,48.53,1.071502163610138,2
44579808,"4-[6-(trifluoromethyl)-1H-benzimidazol-2-yl]spiro[cyclohexane-1,3'-isobenzofuran]-1'-one",C1CC2(CCC1C3=NC4=C(N3)C=C(C=C4)C(F)(F)F)C5=CC=CC=C5C(=O)O2,C21H17F3N2O2,3,1,1,5.305200000000003,386.12421244399997,28,54.980000000000004,0.5092761004001455,1
10477251,"4-[5-chloro-6-(trifluoromethyl)-1H-benzimidazol-2-yl]spiro[cyclohexane-1,3'-isobenzofuran]-1'-one",C1CC2(CCC1C3=NC4=C(N3)C=C(C(=C4)Cl)C(F)(F)F)C5=CC=CC=C5C(=O)O2,C21H16ClF3N2O2,3,1,1,5.958600000000003,420.08524009199994,29,54.980000000000004,0.5274645325572935,1
137552925,N'-hydroxy-2-(4-oxazol-5-ylphenyl)-3H-benzimidazole-5-carboxamidine,C1=CC(=CC=C1C2=CN=CO2)C3=NC4=C(N3)C=C(C=C4)C(=NO)N,C17H13N5O2,5,3,3,2.9794,319.10692465600005,24,113.32,0.2117896223085069,0
134954052,6-phenyl-2-(4-phenylphenyl)-1H-benzimidazole,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C5=CC=CC=C5,C25H18N2,1,1,3,6.563900000000005,346.146998576,27,28.68,0.9414225941422594,1
164615291,2-[2-(4-phenylphenyl)-3H-benzimidazol-5-yl]guanidine,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N,C20H17N5,2,3,3,3.801800000000001,327.1483955440001,25,93.08,0.26858616244091105,0
122690232,2-(3-fluoro-4-phenyl-phenyl)-3H-benzimidazole-5-carbohydroxamic acid,C1=CC=C(C=C1)C2=C(C=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)NO)F,C20H14FN3O2,3,3,3,4.155000000000002,347.10700490799996,26,78.01,0.3332906037687476,0
162665124,"2-[4-[6-(trifluoromethyl)-1H-benzimidazol-2-yl]phenyl]-1,3,4-oxadiazole",C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(F)(F)F)C4=NN=CO4,C16H9F3N4O,4,1,2,4.298700000000001,330.07284556800005,24,67.6,0.3550295857988166,0
11601482,"2-(4-phenylphenyl)-1H-imidazo[4,5-b]pyridine",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=CC=N4,C18H13N3,2,1,2,4.291900000000003,271.11094741600004,21,41.57,0.5051719990377677,0
164628876,2-[2-[5-(2-thienyl)-2-thienyl]-3H-benzimidazol-5-yl]guanidine,C1=CSC(=C1)C2=CC=C(S2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N,C16H13N5S2,4,3,3,3.924800000000001,339.0612374160001,23,93.08,0.24709926944563818,0
86574005,2-[4-(2-pyridyl)phenyl]-1H-benzimidazole,C1=CC=C2C(=C1)NC(=N2)C3=CC=C(C=C3)C4=CC=CC=N4,C18H13N3,2,1,2,4.291900000000003,271.11094741600004,21,41.57,0.5051719990377677,0
11524464,6-(trifluoromethyl)-2-[4-[2-(trifluoromethyl)phenyl]piperazin-1-yl]-1H-benzimidazole,C1CN(CCN1C2=CC=CC=C2C(F)(F)F)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C19H16F6N4,3,1,2,4.927100000000003,414.12791583200004,29,35.16,0.8248009101251423,0
10047447,"2-[4-(2,6-dichlorophenyl)piperazin-1-yl]-6-(trifluoromethyl)-1H-benzimidazole",C1CN(CCN1C2=C(C=CC=C2Cl)Cl)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C18H15Cl2F3N4,3,1,2,5.215100000000002,414.06258650000007,27,35.16,0.7679180887372015,1
122690160,2-(4-phenylphenyl)-3H-benzimidazole-5-carbohydroxamic acid,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)NO,C20H15N3O2,3,3,3,4.015900000000003,329.11642672,25,78.01,0.3204717343930265,0
