cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations
9594514,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(5-methyl-2-thienyl)methyleneamino]acetamide,CC1=CC=C(S1)C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,C22H19ClN4OS2,6,1,7,5.3503200000000035,454.06888090800004,30,59.28,0.5060728744939271,1
20902190,"2-[(3-benzyl-4-oxo-6,7-dihydrothieno[3,2-d]pyrimidin-2-yl)sulfanyl]-N-(2,3-dimethylphenyl)acetamide",CC1=C(C(=CC=C1)NC(=O)CSC2=NC3=C(C(=O)N2CC4=CC=CC=C4)SCC3)C,C23H23N3O2S2,6,1,6,4.287440000000003,437.12316897600004,30,63.99,0.4688232536333802,0
46347551,N-(4-methoxyphenyl)-2-[1-(3-pyridylmethyl)benzimidazol-2-yl]sulfanyl-acetamide,COC1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3N2CC4=CN=CC=C4,C22H20N4O2S,6,1,7,4.219000000000003,404.1306968800001,29,69.03999999999999,0.42004634994206264,0
9617860,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(3-hydroxyphenyl)methyleneamino]acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC(=CC=C4)O,C23H19ClN4O2S,6,2,7,4.6860000000000035,450.09172452800004,31,79.51,0.38988806439441576,0
76328588,"N-(2-chloro-4-methylsulfonyl-phenyl)-2-[1-[(3,5-dimethylphenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide",CC1=CC(=CC(=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NC4=C(C=C(C=C4)S(=O)(=O)C)Cl)C,C25H24ClN3O3S2,6,1,7,5.489140000000004,513.094761308,34,81.06,0.4194423883543054,2
76314137,"2-[6-chloro-1-[(3,5-dimethylphenyl)methyl]benzimidazol-2-yl]sulfanyl-N-(2-chloro-4-methyl-phenyl)acetamide",CC1=CC(=C(C=C1)NC(=O)CSC2=NC3=C(N2CC4=CC(=CC(=C4)C)C)C=C(C=C3)Cl)Cl,C25H23Cl2N3OS,4,1,6,7.0474600000000045,483.093888716,32,46.92,0.6820119352088662,1
76314136,"N-(2-chloro-4-methyl-phenyl)-2-[1-[(3,5-dimethylphenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide",CC1=CC(=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC(=CC(=C4)C)C)Cl,C25H24ClN3OS,4,1,6,6.394060000000004,449.132861068,31,46.92,0.6606990622335891,1
9594518,N-[(E)-(5-bromo-2-fluoro-phenyl)methyleneamino]-2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=C(C=CC(=C4)Br)F,C23H17BrClFN4OS,5,1,7,5.882000000000002,529.997900164,32,59.28,0.5398110661268556,2
2973467,4-fluoro-N-[2-[1-(o-tolylmethyl)benzimidazol-2-yl]ethyl]benzamide,CC1=CC=CC=C1CN2C3=CC=CC=C3N=C2CCNC(=O)C4=CC=C(C=C4)F,C24H22FN3O,3,1,6,4.504620000000004,387.174690544,29,46.92,0.618073316283035,0
76325013,"methyl 3-chloro-4-[[2-[1-[(3,5-dimethylphenyl)methyl]benzimidazol-2-yl]sulfanylacetyl]amino]benzoate",CC1=CC(=CC(=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NC4=C(C=C(C=C4)C(=O)OC)Cl)C,C26H24ClN3O3S,6,1,7,5.872240000000005,493.1226903079999,34,73.22,0.4643540016388965,1
9634946,N-[(E)-(2-chloro-6-fluoro-phenyl)methyleneamino]-2-[1-(p-tolylmethyl)benzimidazol-2-yl]sulfanyl-acetamide,CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=C(C=CC=C4Cl)F,C24H20ClFN4OS,5,1,7,5.427920000000003,466.10303816,32,59.28,0.5398110661268556,1
9633355,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(2-chlorophenyl)methyleneamino]acetamide,C1=CC=C(C(=C1)C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl)Cl,C23H18Cl2N4OS,5,1,7,5.633800000000003,468.057837556,31,59.28,0.5229419703103914,1
5515491,2-(1-benzylbenzimidazol-2-yl)sulfanyl-N-[(Z)-3-pyridylmethyleneamino]acetamide,C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=CN=CC=C4,C22H19N5OS,6,1,7,3.7220000000000013,401.1310312280001,29,72.17,0.401829014826105,0
9662701,N-[(E)-(5-bromo-2-thienyl)methyleneamino]-2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=C(S4)Br,C21H16BrClN4OS2,6,1,7,5.804400000000002,517.963742912,30,59.28,0.5060728744939271,2
9631845,N-[(E)-(4-bromophenyl)methyleneamino]-2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=C(C=C4)Br,C23H18BrClN4OS,5,1,7,5.742900000000003,512.0073219760001,31,59.28,0.5229419703103914,2
9619084,N-[(E)-(3-methyl-2-thienyl)methyleneamino]-2-[1-(p-tolylmethyl)benzimidazol-2-yl]sulfanyl-acetamide,CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=C(C=CS4)C,C23H22N4OS2,6,1,7,5.005340000000004,434.12350332399996,30,59.28,0.5060728744939271,1
5066130,4-chloro-N-[2-[1-[(2-fluorophenyl)methyl]benzimidazol-2-yl]ethyl]benzamide,C1=CC=C(C(=C1)CN2C3=CC=CC=C3N=C2CCNC(=O)C4=CC=C(C=C4)Cl)F,C23H19ClFN3O,3,1,6,4.849600000000003,407.120068128,29,46.92,0.618073316283035,0
5909269,"2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(Z)-(3,4-dimethoxyphenyl)methyleneamino]acetamide",COC1=C(C=C(C=C1)C=NNC(=O)CSC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl)OC,C25H23ClN4O3S,7,1,9,4.997600000000004,494.117939276,34,77.74,0.43735528685361463,0
9663583,"2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(3,4-dichlorophenyl)methyleneamino]acetamide",C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC(=C(C=C4)Cl)Cl,C23H17Cl3N4OS,5,1,7,6.287200000000003,502.01886520400006,32,59.28,0.5398110661268556,2
24152251,"ethyl 4-[[2-[3-[(2-fluorophenyl)methyl]-4-oxo-thieno[3,2-d]pyrimidin-2-yl]sulfanylacetyl]amino]benzoate",CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C(=O)N2CC4=CC=CC=C4F)SC=C3,C24H20FN3O4S2,8,1,8,4.552900000000004,497.08792633999997,34,90.28999999999999,0.3765644035884373,0
9629126,N-[(E)-(2-chlorophenyl)methyleneamino]-2-[1-(p-tolylmethyl)benzimidazol-2-yl]sulfanyl-acetamide,CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=CC=CC=C4Cl,C24H21ClN4OS,5,1,7,5.288820000000004,448.112459972,31,59.28,0.5229419703103914,1
9619072,2-(1-benzylbenzimidazol-2-yl)sulfanyl-N-[(E)-3-pyridylmethyleneamino]acetamide,C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=CN=CC=C4,C22H19N5OS,6,1,7,3.7220000000000013,401.1310312280001,29,72.17,0.401829014826105,0
9675471,2-[1-[(4-chlorophenyl)methyl]benzimidazol-2-yl]sulfanyl-N-[(E)-(4-chlorophenyl)methyleneamino]acetamide,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=C(C=C4)Cl,C23H18Cl2N4OS,5,1,7,5.6338000000000035,468.05783755600004,31,59.28,0.5229419703103914,1
76317708,"2-[6-chloro-1-[(3,5-dimethylphenyl)methyl]benzimidazol-2-yl]sulfanyl-N-(2-chloro-4-methylsulfonyl-phenyl)acetamide",CC1=CC(=CC(=C1)CN2C3=C(C=CC(=C3)Cl)N=C2SCC(=O)NC4=C(C=C(C=C4)S(=O)(=O)C)Cl)C,C25H23Cl2N3O3S2,6,1,7,6.142540000000004,547.055788956,35,81.06,0.4317789291882556,2
9634245,"N-[(E)-(2,3-dichlorophenyl)methyleneamino]-2-[1-(p-tolylmethyl)benzimidazol-2-yl]sulfanyl-acetamide",CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2SCC(=O)NN=CC4=C(C(=CC=C4)Cl)Cl,C24H20Cl2N4OS,5,1,7,5.942220000000003,482.07348762,32,59.28,0.5398110661268556,1
