cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,actividad_predicha,probabilidad_leishmania,tanimoto_similarity,cosine_similarity,combined_75
9667507,4-chloro-3-nitro-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,C1=CC(=C(C=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])[N+](=O)[O-])Cl,C12H7ClN4O6,7,1,5,2.5133,338.005411624,23,140.88000000000002,0.1632595116411129,0,Alta,0.988,0.5,0.9139934177757943,0.8104950633318458
44568417,3-methoxy-4-methyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CC1=C(C=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])OC,C14H13N3O5,6,1,5,2.26872,303.085520516,22,106.97,0.2056651397588108,0,Alta,0.988,0.4769230769230769,0.8964589707809814,0.7915749973165053
6910488,"3,4-dimethoxy-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide",COC1=C(C=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])OC,C14H13N3O6,7,1,6,1.9688999999999997,319.08043513599995,23,116.2,0.1979345955249569,0,Alta,0.986,0.492063492063492,0.8819343118946821,0.7844666069368846
45359048,"2,3,5,6-tetradeuterio-4-hydroxy-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide",C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,C12H9N3O5,6,2,4,1.6572999999999996,275.05422038800003,20,117.97,0.1695346274476561,0,Alta,0.98,0.5535714285714286,0.986625889144426,0.8783622740011767
13764,4-hydroxy-N-[(5-nitro-2-furyl)methyleneamino]benzamide,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,C12H9N3O5,6,2,4,1.6572999999999996,275.05422038800003,20,117.97,0.1695346274476561,0,Alta,0.98,0.5535714285714286,0.986625889144426,0.8783622740011767
44568415,3-amino-4-methoxy-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,COC1=C(C=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])N,C13H12N4O5,7,2,5,1.5425,304.080769484,22,132.99,0.1654259718775847,0,Alta,0.98,0.4696969696969697,0.986101047334774,0.8570000279253229
48920553,4-cyano-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,C1=CC(=CC=C1C#N)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C13H8N4O4,6,1,4,1.82338,284.05455473599994,21,121.53,0.172796840286349,0,Alta,0.972,0.5166666666666667,0.9196843045206472,0.8189298950571521
44568416,3-amino-4-methyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CC1=C(C=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])N,C13H12N4O4,6,2,4,1.84232,288.085854864,21,123.76,0.169683257918552,0,Alta,0.97,0.492063492063492,0.997048499069956,0.87080224731834
6876677,3-bromo-4-methoxy-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,COC1=C(C=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])Br,C13H10BrN3O5,6,1,5,2.7228000000000003,366.98038252,22,106.97,0.2056651397588108,0,Alta,0.97,0.4696969696969697,0.8560268695138269,0.7594443945596125
172447829,"4-hydroxy-3,5-dimethoxy-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide",COC1=CC(=CC(=C1O)OC)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H13N3O7,8,2,6,1.6744999999999997,335.075349756,24,136.43,0.1759143883310122,0,Alta,0.968,0.492063492063492,0.9662261066212788,0.8476854529818321
6899330,4-nitro-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])[N+](=O)[O-],C12H8N4O6,7,1,5,1.8599,304.04438397599995,22,140.88000000000002,0.1561612720045428,0,Alta,0.964,0.5535714285714286,0.913392504612935,0.8234372356025583
45109608,N-[(E)-(5-nitro-2-furyl)methyleneamino]-4-sulfamoyl-benzamide,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])S(=O)(=O)N,C12H10N4O6S,7,2,5,0.5991000000000002,338.03210504,23,157.9,0.1456618112729575,0,Alta,0.962,0.5166666666666667,0.9551684443262372,0.8455429999113445
44568390,"3,4-difluoro-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide",C1=CC(=C(C=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])F)F,C12H7F2N3O4,5,1,4,2.2299,295.04046214400006,21,97.74,0.2148557397176181,0,Alta,0.96,0.5166666666666667,0.8972264576084389,0.8020865098729958
9775897,4-ethyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CCC1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H13N3O4,5,1,5,2.514100000000001,287.090605896,21,97.74,0.2148557397176181,0,Alta,0.96,0.5166666666666667,0.8667282233008864,0.7792128341423314
5391584,4-tert-butyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CC(C)(C)C1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C16H17N3O4,5,1,4,3.249200000000002,315.121906024,23,97.74,0.235318191119296,0,Alta,0.958,0.5254237288135594,0.8540937777313502,0.7719262655019025
5796895,4-isopropyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CC(C)C1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C15H15N3O4,5,1,5,3.075100000000001,301.10625596,22,97.74,0.2250869654184571,0,Alta,0.954,0.5166666666666667,0.8519196773728627,0.7681064246963136
9554822,4-methoxy-N-[(E)-(3-nitrophenyl)methyleneamino]benzamide,COC1=CC=C(C=C1)C(=O)NN=CC2=CC(=CC=C2)[N+](=O)[O-],C15H13N3O4,5,1,5,2.3673,299.090605896,22,93.83,0.2344665885111371,0,Alta,0.954,0.2957746478873239,0.8672500389303546,0.724381191169597
4083692,7-chloro-N-[(5-nitro-2-furyl)methyleneamino]quinolin-4-amine,C1=CC2=C(C=CN=C2C=C1Cl)NN=CC3=CC=C(O3)[N+](=O)[O-],C14H9ClN4O3,6,1,4,3.8354000000000017,316.036317828,22,93.56,0.2351432235998289,0,Alta,0.952,0.391304347826087,0.8320748086115063,0.7218821934151515
9646000,7-chloro-N-[(E)-(5-nitro-2-furyl)methyleneamino]quinolin-4-amine,C1=CC2=C(C=CN=C2C=C1Cl)NN=CC3=CC=C(O3)[N+](=O)[O-],C14H9ClN4O3,6,1,4,3.8354000000000017,316.036317828,22,93.56,0.2351432235998289,0,Alta,0.952,0.391304347826087,0.8320748086115063,0.7218821934151515
5331454,"2,4-dihydroxy-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide",C1=CC(=C(C=C1O)O)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C12H9N3O6,7,3,4,1.3628999999999996,291.049135008,21,138.20000000000002,0.1519536903039073,0,Alta,0.948,0.5166666666666667,0.948781399328988,0.8407527161634077
707922,"2,4-dihydroxy-N-[(5-nitro-2-furyl)methyleneamino]benzamide",C1=CC(=C(C=C1O)O)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C12H9N3O6,7,3,4,1.3628999999999996,291.049135008,21,138.20000000000002,0.1519536903039073,0,Alta,0.948,0.5166666666666667,0.948781399328988,0.8407527161634077
172442992,4-hydroxy-2-methyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CC1=C(C=CC(=C1)O)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C13H11N3O5,6,2,4,1.9657199999999992,289.069870452,21,117.97,0.178011358820039,0,Alta,0.9473333333333334,0.5,0.9959219955917944,0.8719414966938458
6871470,"2,4-dichloro-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide",C1=CC(=C(C=C1Cl)Cl)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C12H7Cl2N3O4,5,1,4,3.2585000000000015,326.98136106399994,21,97.74,0.2148557397176181,0,Alta,0.946,0.5081967213114754,0.8425609255979463,0.7589698745263285
137634237,2-methyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]-3H-benzimidazole-5-carboxamide,CC1=NC2=C(N1)C=C(C=C2)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],C14H11N5O4,6,2,4,2.13642,313.081103832,23,126.42000000000002,0.1819332384116437,0,Alta,0.944,0.6229508196721312,0.9962557451462888,0.9029295137777492
6868357,4-ethoxy-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CCOC1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H13N3O5,6,1,6,2.3504000000000005,303.085520516,22,106.97,0.2056651397588108,0,Alta,0.944,0.492063492063492,0.8644033108924132,0.7713183561851829
44568418,4-chloro-N-[(E)-(5-nitro-2-furyl)methyleneamino]-3-sulfamoyl-benzamide,C1=CC(=C(C=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])S(=O)(=O)N)Cl,C12H9ClN4O6S,7,2,5,1.2525000000000002,371.993132688,24,157.9,0.1519949335022166,0,Alta,0.942,0.4626865671641791,0.9608639099612674,0.8363195742619953
73347574,4-butyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CCCCC1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C16H17N3O4,5,1,7,3.2943000000000016,315.121906024,23,97.74,0.235318191119296,0,Alta,0.94,0.484375,0.7908952334300585,0.714265175072544
172466757,4-[2-(dimethylamino)ethoxy]-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CN(C)CCOC1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C16H18N4O5,7,1,8,1.8921,346.1277196759999,25,110.21,0.2268396697214408,0,Alta,0.94,0.4558823529411764,0.8094300248237235,0.7210431068530868
5348977,3-chloro-N-[(E)-(5-nitro-2-thienyl)methyleneamino]benzothiophene-2-carboxamide,C1=CC=C2C(=C1)C(=C(S2)C(=O)NN=CC3=CC=C(S3)[N+](=O)[O-])Cl,C14H8ClN3O3S2,6,1,4,4.288300000000001,364.969560796,23,84.6,0.2718676122931442,0,Alta,0.94,0.3013698630136986,0.7897624230245983,0.6676642830218734
2351382,"2,5-dimethyl-N-[(5-nitro-2-furyl)methyleneamino]furan-3-carboxamide",CC1=CC(=C(O1)C)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C12H11N3O5,6,1,4,2.1615399999999996,277.06987045200003,20,110.88000000000002,0.1803751803751803,0,Alta,0.936,0.5166666666666667,0.9029400855672198,0.8063717308420815
6901909,"2,5-dimethyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]furan-3-carboxamide",CC1=CC(=C(O1)C)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C12H11N3O5,6,1,4,2.1615399999999996,277.06987045200003,20,110.88000000000002,0.1803751803751803,0,Alta,0.936,0.5166666666666667,0.9029400855672198,0.8063717308420815
9682797,5-methyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]isoxazole-3-carboxamide,CC1=CC(=NO1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C10H8N4O5,7,1,4,1.24812,264.04946935600003,19,123.77,0.1535105437505049,0,Alta,0.934,0.5333333333333333,0.8683897825929785,0.7846256702780672
9689992,4-(dimethylamino)-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,CN(C)C1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H14N4O4,6,1,5,2.0176999999999996,302.10150492799994,22,100.98,0.2178649237472766,0,Alta,0.93,0.5166666666666667,0.8912134472933997,0.7975767521367164
96881881,5-chloro-N-[(E)-(5-nitro-2-furyl)methyleneamino]thiophene-2-carboxamide,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)C2=CC=C(S2)Cl,C10H6ClN3O4S,6,1,4,2.6666000000000007,298.976754352,19,97.74,0.1943932883159402,0,Alta,0.93,0.5166666666666667,0.86205488237132,0.7757078284451566
72734512,"1,5-dimethyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]-3-oxido-imidazol-3-ium-4-carboxamide",CC1=C([N+](=CN1C)[O-])C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C11H11N5O5,7,1,4,0.2320199999999999,293.07601845199997,21,129.61,0.1620245351438932,0,Alta,0.93,0.492063492063492,0.863302773461314,0.7704929531118585
44827976,4-(difluoromethylsulfonyl)-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzamide,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])S(=O)(=O)C(F)F,C13H9F2N3O6S,7,1,6,1.948,373.018012448,25,131.88,0.1895662723688201,0,Alta,0.926,0.492063492063492,0.8795894089270544,0.7827079297111639
6867564,3-chloro-N-[(E)-(5-nitro-2-furyl)methyleneamino]benzothiophene-2-carboxamide,C1=CC=C2C(=C1)C(=C(S2)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-])Cl,C14H8ClN3O4S,6,1,4,3.8198000000000016,348.99240441599994,23,97.74,0.235318191119296,0,Alta,0.924,0.515625,0.8373717878907964,0.7569350909180973
90675803,N-[(E)-(5-nitro-2-furyl)methyleneamino]-4-propyl-benzamide,CCCC1=CC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C15H15N3O4,5,1,6,2.9042000000000003,301.10625596,22,97.74,0.2250869654184571,0,Alta,0.924,0.5,0.8277823747298245,0.7458367810473684
11601529,"3,5-dimethyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]-1H-pyrrole-2-carboxamide",CC1=CC(=C(N1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])C,C12H12N4O4,5,2,4,1.89664,276.085854864,20,113.53,0.1761648903373557,0,Alta,0.922,0.55,0.9860190670769456,0.8770143003077093
6902142,"N-[(E)-(5-nitro-2-furyl)methyleneamino]-1,3-benzodioxole-5-carboxamide",C1OC2=C(O1)C=C(C=C2)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],C13H9N3O6,7,1,4,1.6804,303.049135008,22,116.20000000000002,0.189328743545611,0,Alta,0.92,0.5,0.9138204011748275,0.8103653008811207
2355965,"N-[(5-nitro-2-furyl)methyleneamino]-1,3-benzodioxole-5-carboxamide",C1OC2=C(O1)C=C(C=C2)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],C13H9N3O6,7,1,4,1.6804,303.049135008,22,116.20000000000002,0.189328743545611,0,Alta,0.92,0.5,0.9138204011748275,0.8103653008811207
172418928,N-[(E)-(5-nitro-2-furyl)methyleneamino]-1H-benzimidazole-2-carboxamide,C1=CC=C2C(=C1)NC(=N2)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],C13H9N5O4,6,2,4,1.8279999999999996,299.065453768,22,126.42000000000002,0.1740230976111374,0,Alta,0.914,1.0,1.0,1.0
155549821,N-[(E)-(5-nitro-2-furyl)methyleneamino]pyrimidine-2-carboxamide,C1=CN=C(N=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C10H7N5O4,7,1,4,0.7416999999999999,261.049803704,19,123.52,0.153821243523316,0,Alta,0.914,0.6,0.847304522314428,0.785478391735821
6898629,"N-[(E)-(5-nitro-2-furyl)methyleneamino]-2,3-dihydro-1,4-benzodioxine-6-carboxamide",C1COC2=C(O1)C=CC(=C2)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],C14H11N3O6,7,1,4,1.7229,317.064785072,23,116.20000000000002,0.1979345955249569,0,Alta,0.912,0.5,0.9112311061260768,0.8084233295945578
6322955,N-[(E)-(5-nitro-2-furyl)methyleneamino]-2-phenoxy-acetamide,C1=CC=C(C=C1)OCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C13H11N3O5,6,1,6,1.7168999999999996,289.069870452,21,106.97,0.1963167243152285,0,Alta,0.908,0.5081967213114754,0.8564512553389378,0.7693876218320722
45058931,"3,4-dimethyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]-2-thioxo-thiazole-5-carboxamide",CC1=C(SC(=S)N1C)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C11H10N4O4S2,8,1,4,2.38961,326.01434679999994,21,102.67,0.2045388136748807,0,Alta,0.908,0.4696969696969697,0.8753628228448403,0.7739463595578727
9557463,N-[(E)-(5-nitro-2-furyl)methyleneamino]-3-phenyl-propanamide,C1=CC=C(C=C1)CCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H13N3O4,5,1,6,2.2707000000000006,287.090605896,21,97.74,0.2148557397176181,0,Alta,0.906,0.5166666666666667,0.8305236510281766,0.7520594049377991
6878016,2-(2-methylphenoxy)-N-[(E)-(5-nitro-2-furyl)methyleneamino]acetamide,CC1=CC=CC=C1OCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H13N3O5,6,1,6,2.02532,303.085520516,22,106.97,0.2056651397588108,0,Alta,0.9,0.4769230769230769,0.8657733488540852,0.7685607808713332
9564693,2-anilino-N-[(E)-(5-nitro-2-furyl)methyleneamino]acetamide,C1=CC=C(C=C1)NCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C13H12N4O4,6,2,6,1.7499999999999996,288.08585486399994,21,109.77,0.191309100847226,0,Alta,0.898,0.5166666666666667,0.9411089459321352,0.8349983761157682
1215807,2-anilino-N-[(5-nitro-2-furyl)methyleneamino]acetamide,C1=CC=C(C=C1)NCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C13H12N4O4,6,2,6,1.7499999999999996,288.08585486399994,21,109.77,0.191309100847226,0,Alta,0.898,0.5166666666666667,0.9411089459321352,0.8349983761157682
2356052,1-[(5-nitro-2-furyl)methyleneamino]-3-[2-(trifluoromethyl)phenyl]thiourea,C1=CC=C(C(=C1)C(F)(F)F)NC(=S)NN=CC2=CC=C(O2)[N+](=O)[O-],C13H9F3N4O3S,5,2,4,3.527100000000001,358.03474580799997,24,92.7,0.2588996763754045,0,Alta,0.896,0.4545454545454545,0.8977706935306198,0.7869643837843284
774659,6-methyl-N-[(5-nitro-2-furyl)methyleneamino]pyridine-3-carboxamide,CC1=NC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C12H10N4O4,6,1,4,1.65512,274.0702048,20,110.63000000000002,0.1807827894784416,0,Alta,0.892,0.5245901639344263,0.9096464763597928,0.813382398253451
6887424,6-methyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]pyridine-3-carboxamide,CC1=NC=C(C=C1)C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C12H10N4O4,6,1,4,1.65512,274.0702048,20,110.63000000000002,0.1807827894784416,0,Alta,0.892,0.5245901639344263,0.9096464763597928,0.813382398253451
145956568,N-[(E)-(5-nitro-2-furyl)methyleneamino]naphthalene-2-carboxamide,C1=CC=C2C=C(C=CC2=C1)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],C16H11N3O4,5,1,4,3.1049000000000015,309.074955832,23,97.74,0.235318191119296,0,Alta,0.89,0.5862068965517241,0.8603810355084771,0.7918375007692888
6875173,"4,5-dimethyl-N-[(E)-(5-nitro-2-furyl)methyleneamino]thiophene-3-carboxamide",CC1=C(SC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])C,C12H11N3O4S,6,1,4,2.630040000000001,293.04702683200003,20,97.74,0.2046245140167792,0,Alta,0.875,0.5,0.8772442070656201,0.7829331552992151
139446312,N-[(E)-(2-hydroxy-5-nitro-phenyl)methyleneamino]-4-(trifluoromethyl)benzamide,C1=CC(=CC=C1C(=O)NN=CC2=C(C=CC(=C2)[N+](=O)[O-])O)C(F)(F)F,C15H10F3N3O4,5,2,4,3.0831000000000013,353.06234046,25,104.83,0.2384813507583707,0,Alta,0.874,0.2777777777777778,0.9287559968378872,0.7660114420728598
684012,2-(4-methylanilino)-N-[(5-nitro-2-furyl)methyleneamino]acetamide,CC1=CC=C(C=C1)NCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H14N4O4,6,2,6,2.05842,302.10150492799994,22,109.77,0.2004190580304272,0,Alta,0.872,0.453125,0.9491807897885938,0.8251668423414453
5723080,2-(4-methylanilino)-N-[(E)-(5-nitro-2-furyl)methyleneamino]acetamide,CC1=CC=C(C=C1)NCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],C14H14N4O4,6,2,6,2.05842,302.10150492799994,22,109.77,0.2004190580304272,0,Alta,0.872,0.453125,0.9491807897885938,0.8251668423414453
18524576,"N-[(E)-(5-nitro-2-furyl)methyleneamino]-4H-thieno[3,2-b]pyrrole-5-carboxamide",C1=CSC2=C1NC(=C2)C(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],C12H8N4O4S,6,2,4,2.4945000000000004,304.02662573599997,21,113.53,0.1849731348542235,0,Alta,0.87,0.5483870967741935,0.9848706616501172,0.8757497704311362
