cid,iupac_name,smiles_canonical,molecular_formula,hydrogen_bond_acceptors,hydrogen_bond_donors,rotatable_bonds,log_p,molecular_weight,heavy_atom_count,polar_surface_area,atom_surface_coefficient,no_lipinski_violations,actividad_predicha,probabilidad_leishmania,tanimoto_similarity,cosine_similarity,combined_75
166436130,"5-[4-(6-methyl-1H-benzimidazol-2-yl)phenyl]-3H-1,3,4-oxadiazole-2-thione",CC1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=NNC(=S)O4,C16H12N4OS,4,2,2,4.250910000000002,308.073182004,22,70.5,0.3120567375886525,0,Media,0.774,0.2741935483870967,0.8985686317995532,0.7424748609464391
44247738,2-[4-(2-fluorophenyl)phenyl]-6-methylsulfonyl-1H-benzimidazole,CS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=CC=CC=C4F,C20H15FN2O2S,3,1,3,4.4395000000000024,366.0838269400001,26,62.82,0.413880929640242,0,Media,0.77,0.3064516129032258,0.8111595486670025,0.6849825647260583
162652705,6-(trifluoromethyl)-2-[4-[5-(trifluoromethyl)-1H-pyrazol-4-yl]phenyl]-1H-benzimidazole,C1=CC(=CC=C1C2=C(NN=C2)C(F)(F)F)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C18H10F6N4,2,2,2,5.657600000000002,396.08096564,28,57.36,0.4881450488145049,1,Media,0.77,0.2698412698412698,0.9420905806891924,0.7740282529772118
17325487,2-[4-(1-piperidyl)phenyl]-1H-benzimidazole,C1CCN(CC1)C2=CC=C(C=C2)C3=NC4=CC=CC=C4N3,C18H19N3,2,1,2,4.220200000000003,277.15789760800004,21,31.92,0.6578947368421052,0,Media,0.762,0.3773584905660377,0.8217758198551751,0.7106714875328908
44465469,2-[4-(3-chlorophenyl)phenyl]-6-methylsulfonyl-1H-benzimidazole,CS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=CC(=CC=C4)Cl,C20H15ClN2O2S,3,1,3,4.953800000000003,382.0542764000001,26,62.82,0.413880929640242,0,Media,0.762,0.3278688524590163,0.8016574936964866,0.683210333387119
44465472,6-methylsulfonyl-2-[4-(3-methyl-2-thienyl)phenyl]-1H-benzimidazole,CC1=C(SC=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)S(=O)(=O)C,C19H16N2O2S2,4,1,3,4.670320000000004,368.06531975199994,25,62.82,0.3979624323463865,0,Media,0.762,0.2615384615384615,0.745187831786221,0.6242754892242812
137552925,N'-hydroxy-2-(4-oxazol-5-ylphenyl)-3H-benzimidazole-5-carboxamidine,C1=CC(=CC=C1C2=CN=CO2)C3=NC4=C(N3)C=C(C=C4)C(=NO)N,C17H13N5O2,5,3,3,2.9794,319.10692465600005,24,113.32,0.2117896223085069,0,Media,0.754,0.3174603174603174,0.9100523029408158,0.7619043065706912
162665124,"2-[4-[6-(trifluoromethyl)-1H-benzimidazol-2-yl]phenyl]-1,3,4-oxadiazole",C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(F)(F)F)C4=NN=CO4,C16H9F3N4O,4,1,2,4.298700000000001,330.07284556800005,24,67.6,0.3550295857988166,0,Media,0.748,0.2698412698412698,0.7595266988256697,0.6371053415795698
164618357,2-[2-[5-(4-chlorophenyl)isoxazol-3-yl]-3H-benzimidazol-5-yl]guanidine,C1=CC(=CC=C1C2=CC(=NO2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N)Cl,C17H13ClN6O,4,3,3,3.4432,352.0839367160001,25,119.11,0.2098900176307615,0,Media,0.748,0.2647058823529412,0.930500812117904,0.7640520796766634
173805280,"tert-butyl N-[[[2-[4-[4-[6-[[N,N'-bis(tert-butoxycarbonyl)carbamimidoyl]amino]-1H-benzimidazol-2-yl]phenyl]phenyl]-3H-benzimidazol-5-yl]amino]-(tert-butoxycarbonylamino)methylene]carbamate",CC(C)(C)OC(=O)NC(=NC(=O)OC(C)(C)C)NC1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=NC6=C(N5)C=C(C=C6)NC(=NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,C48H56N10O8,10,6,5,10.895599999999993,900.428258752,66,235.39999999999995,0.280373831775701,3,Media,0.742,0.3692307692307692,0.8607196007966167,0.7378473929051549
137552905,2-(4-oxazol-5-ylphenyl)-3H-benzimidazole-5-carbonitrile,C1=CC(=CC=C1C2=CN=CO2)C3=NC4=C(N3)C=C(C=C4)C#N,C17H10N4O,4,1,2,3.756580000000002,286.08546094,22,78.5,0.2802547770700637,0,Media,0.74,0.2698412698412698,0.7618301590666019,0.6388329367602689
122690160,2-(4-phenylphenyl)-3H-benzimidazole-5-carbohydroxamic acid,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)NO,C20H15N3O2,3,3,3,4.015900000000003,329.11642672,25,78.01,0.3204717343930265,0,Media,0.738,0.4528301886792453,0.9834389745138898,0.8507867780552287
164613995,2-[2-(4-benzyloxyphenyl)-3H-benzimidazol-5-yl]guanidine,C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N,C21H19N5O,3,3,5,3.713800000000001,357.15896022800007,27,102.31,0.2639038217183071,0,Media,0.738,0.365079365079365,0.947387855250176,0.8018107327074732
122690232,2-(3-fluoro-4-phenyl-phenyl)-3H-benzimidazole-5-carbohydroxamic acid,C1=CC=C(C=C1)C2=C(C=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)NO)F,C20H14FN3O2,3,3,3,4.155000000000002,347.10700490799996,26,78.01,0.3332906037687476,0,Media,0.736,0.3492063492063492,0.9823476135581132,0.8240622974701722
122690299,2-[4-(2-fluorophenyl)phenyl]-3H-benzimidazole-5-carbohydroxamic acid,C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)NO)F,C20H14FN3O2,3,3,3,4.155000000000002,347.10700490799996,26,78.01,0.3332906037687476,0,Media,0.73,0.3387096774193548,0.9823476135581132,0.8214381295234237
164615291,2-[2-(4-phenylphenyl)-3H-benzimidazol-5-yl]guanidine,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N,C20H17N5,2,3,3,3.801800000000001,327.1483955440001,25,93.08,0.268586162440911,0,Media,0.724,0.4901960784313725,0.988152306787256,0.8636632496982851
52945540,2-[4-(3-chloro-2-fluoro-phenyl)phenyl]-6-methylsulfonyl-1H-benzimidazole,CS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=C(C(=CC=C4)Cl)F,C20H14ClFN2O2S,3,1,3,5.092900000000002,400.044854588,27,62.82,0.4297994269340974,1,Media,0.722,0.2686567164179104,0.7934364380777601,0.6622415076627977
129883878,2-[4-(4-methyl-1-piperidyl)phenyl]-1H-benzimidazole,CC1CCN(CC1)C2=CC=C(C=C2)C3=NC4=CC=CC=C4N3,C19H21N3,2,1,2,4.466200000000003,291.17354767200004,22,31.92,0.6892230576441103,0,Media,0.71,0.3508771929824561,0.8105327083437875,0.6956188295034547
59487151,3-[4-(6-chloro-1H-benzimidazol-2-yl)phenyl]cyclopentanone,C1CC(=O)CC1C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)Cl,C18H15ClN2O,2,1,2,4.719900000000003,310.08729078,22,45.75,0.4808743169398907,0,Media,0.708,0.2615384615384615,0.8938629535010415,0.7357818305103965
44465473,"2-[4-(2-fluorophenyl)phenyl]-N,N-dimethyl-3H-benzimidazole-5-sulfonamide",CN(C)S(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=CC=CC=C4F,C21H18FN3O2S,3,1,4,4.286300000000003,395.110376036,28,66.06,0.4238570996064184,0,Media,0.706,0.2923076923076923,0.7731675630936139,0.6529525953971335
11601482,"2-(4-phenylphenyl)-1H-imidazo[4,5-b]pyridine",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=CC=N4,C18H13N3,2,1,2,4.291900000000003,271.11094741600004,21,41.57,0.5051719990377677,0,Media,0.704,0.3877551020408163,0.8995247608187282,0.7715823461242501
162661835,2-[4-(1-methylpyrazol-4-yl)phenyl]-6-(trifluoromethyl)-1H-benzimidazole,CN1C=C(C=N1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C18H13F3N4,3,1,2,4.649200000000002,342.109231076,25,46.5,0.5376344086021505,0,Media,0.696,0.2857142857142857,0.7982186022350051,0.6700925231048251
71731010,2-[4-(3-pyridyl)phenyl]-6-(trifluoromethyl)-1H-benzimidazole,C1=CC(=CN=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C19H12F3N3,2,1,2,5.310700000000002,339.098332044,25,41.57,0.6013952369497233,1,Media,0.694,0.3448275862068966,0.8335597556025722,0.7113767132536533
52941877,2-[4-(2-fluorophenyl)phenyl]-3H-benzimidazole-5-sulfonamide,C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)S(=O)(=O)N)F,C19H14FN3O2S,3,2,3,3.6834000000000016,367.07907590799994,26,88.84,0.2926609635299415,0,Media,0.69,0.3278688524590163,0.9265997286942946,0.776917009635475
52943508,6-ethylsulfonyl-2-[4-(2-fluorophenyl)phenyl]-1H-benzimidazole,CCS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)C4=CC=CC=C4F,C21H17FN2O2S,3,1,4,4.829600000000003,380.0994770040001,27,62.82,0.4297994269340974,0,Media,0.69,0.296875,0.7696615671684257,0.6514649253763193
164627119,2-[2-(4-cyanophenyl)-3H-benzimidazol-5-yl]guanidine,C1=CC(=CC=C1C#N)C2=NC3=C(N2)C=C(C=C3)N=C(N)N,C15H12N6,3,3,2,2.00648,276.112344384,21,116.87,0.1796868315222041,0,Media,0.672,0.3389830508474576,0.93581761391341,0.7866089731469219
164625461,2-[2-(5-phenyl-2-thienyl)-3H-benzimidazol-5-yl]guanidine,C1=CC=C(C=C1)C2=CC=C(S2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N,C18H15N5S,3,3,3,3.8633000000000015,333.10481648000007,24,93.08,0.2578427159432746,0,Media,0.67,0.3728813559322034,0.9779499419546832,0.8266827954490633
157844996,"6-(4,6-diphenylpyrimidin-2-yl)-3-phenyl-2-(2-phenylphenyl)imidazo[4,5-c]carbazole;6-(4,6-diphenylpyrimidin-2-yl)-3-phenyl-2-(3-phenylphenyl)imidazo[4,5-c]carbazole;6-(4,6-diphenylpyrimidin-2-yl)-3-phenyl-2-(4-phenylphenyl)imidazo[4,5-c]carbazole",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3C5=CC=CC=C5)C=CC6=C4C7=CC=CC=C7N6C8=NC(=CC(=N8)C9=CC=CC=C9)C1=CC=CC=C1.C1=CC=C(C=C1)C2=CC(=CC=C2)C3=NC4=C(N3C5=CC=CC=C5)C=CC6=C4C7=CC=CC=C7N6C8=NC(=CC(=N8)C9=CC=CC=C9)C1=CC=CC=C1.C1=CC=C(C=C1)C2=CC=CC=C2C3=NC4=C(N3C5=CC=CC=C5)C=CC6=C4C7=CC=CC=C7N6C8=NC(=CC(=N8)C9=CC=CC=C9)C1=CC=CC=C1,C141H93N15,15,0,18,34.74180000000005,1995.773837976,156,145.58999999999995,1.0715021636101385,3,Media,0.664,0.1645569620253164,0.3645269501601295,0.3145344531264262
117784644,"6-(4,6-diphenylpyrimidin-2-yl)-3-phenyl-2-(4-phenylphenyl)imidazo[4,5-c]carbazole",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3C5=CC=CC=C5)C=CC6=C4C7=CC=CC=C7N6C8=NC(=CC(=N8)C9=CC=CC=C9)C1=CC=CC=C1,C47H31N5,5,0,6,11.580599999999984,665.257945992,52,48.53,1.071502163610138,2,Media,0.654,0.1857142857142857,0.331322379415482,0.2949203559901829
74221280,2-[(E)-1-[2-(4-cyclohexylphenyl)-4-methyl-thiazol-5-yl]ethylideneamino]guanidine,CC1=C(SC(=N1)C2=CC=C(C=C2)C3CCCCC3)C(=NN=C(N)N)C,C19H25N5S,4,2,4,4.1636200000000025,355.1830668000001,25,89.64999999999999,0.2788622420524261,0,Media,0.646,0.136986301369863,0.8823331574479889,0.6959964434284575
10269199,2-[4-(2-chlorophenyl)phenyl]-3H-benzimidazole-5-carboxamide,C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)N)Cl,C20H14ClN3O,2,2,3,4.649200000000002,347.082539748,25,71.77,0.3483349588964748,0,Media,0.63,0.3728813559322034,0.9664070510311804,0.818025627256436
161427680,"6-[3,5-bis(4-pyridyl)phenyl]-2,3-diphenyl-imidazo[4,5-c]carbazole;6-[2,6-bis(4-pyridyl)-4-pyridyl]-2,3-diphenyl-imidazo[4,5-c]carbazole;6-(4,6-diphenylpyrimidin-2-yl)-3-phenyl-2-(4-phenylphenyl)imidazo[4,5-c]carbazole",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC4=C(N3C5=CC=CC=C5)C=CC6=C4C7=CC=CC=C7N6C8=NC(=CC(=N8)C9=CC=CC=C9)C1=CC=CC=C1.C1=CC=C(C=C1)C2=NC3=C(N2C4=CC=CC=C4)C=CC5=C3C6=CC=CC=C6N5C7=CC(=CC(=C7)C8=CC=NC=C8)C9=CC=NC=C9.C1=CC=C(C=C1)C2=NC3=C(N2C4=CC=CC=C4)C=CC5=C3C6=CC=CC=C6N5C7=CC(=NC(=C7)C8=CC=NC=C8)C9=CC=NC=C9,C128H84N16,16,0,16,30.802800000000108,1844.706486688,144,158.47999999999996,0.9086320040383646,3,Media,0.61,0.1585365853658536,0.381819328665998,0.3259986428409618
53498342,2-(4-pyrrolidin-1-ylphenyl)-3H-benzimidazole-5-sulfonamide,C1CCN(C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)S(=O)(=O)N,C17H18N4O2S,4,2,3,2.4774999999999996,342.11504681599996,24,92.08,0.260642919200695,0,Media,0.594,0.3064516129032258,0.8874541223776804,0.7422034950090668
164611988,2-[2-(9H-fluoren-2-yl)-3H-benzimidazol-5-yl]guanidine,C1C2=CC=CC=C2C3=C1C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N=C(N)N,C21H17N5,2,3,2,3.706,339.1483955440001,26,93.08,0.2793296089385474,0,Media,0.586,0.328125,0.9849006850825456,0.8207067638119091
164628876,2-[2-[5-(2-thienyl)-2-thienyl]-3H-benzimidazol-5-yl]guanidine,C1=CSC(=C1)C2=CC=C(S2)C3=NC4=C(N3)C=C(C=C4)N=C(N)N,C16H13N5S2,4,3,3,3.924800000000001,339.0612374160001,23,93.08,0.2470992694456381,0,Media,0.546,0.2769230769230769,0.954006053937495,0.7847353096838905
44433681,"2-(4-pyrrolidin-1-ylphenyl)-1H-imidazo[4,5-b]pyridine",C1CCN(C1)C2=CC=C(C=C2)C3=NC4=C(N3)C=CC=N4,C16H16N4,3,1,2,3.225100000000001,264.137496512,20,44.81,0.4463289444320464,0,Media,0.528,0.2711864406779661,0.8213158001810958,0.6837834603053135
10047447,"2-[4-(2,6-dichlorophenyl)piperazin-1-yl]-6-(trifluoromethyl)-1H-benzimidazole",C1CN(CCN1C2=C(C=CC=C2Cl)Cl)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C18H15Cl2F3N4,3,1,2,5.215100000000002,414.06258650000007,27,35.16,0.7679180887372015,1,Media,0.526,0.1571428571428571,0.6831925716239355,0.5516801430036659
130450198,"12,27-bis(benzimidazolo[1,2-a]benzimidazol-5-yl)-5-[12,27-di(carbazol-9-yl)-8,15,23,30-tetrazaheptacyclo[21.7.0.02,7.08,16.09,14.017,22.024,29]triaconta-1(30),2(7),3,5,9(14),10,12,15,17,19,21,24(29),25,27-tetradecaen-4-yl]-8,15,23,30-tetrazaheptacyclo[21.7.0.02,7.08,16.09,14.017,22.024,29]triaconta-1(30),2(7),3,5,9(14),10,12,15,17,19,21,24(29),25,27-tetradecaene",C1=CC=C2C(=C1)C3=CC=CC=C3N2C4=CC5=C(C=C4)N6C7=C(C=C(C=C7)C8=CC9=C(C=C8)C1=NC2=C(N1C1=CC=CC=C1C1=NC3=C(N91)C=CC(=C3)N1C3=CC=CC=C3N3C1=NC1=CC=CC=C13)C=CC(=C2)N1C2=CC=CC=C2N2C1=NC1=CC=CC=C12)C1=NC2=C(N1C1=CC=CC=C1C6=N5)C=CC(=C2)N1C2=CC=CC=C2C2=CC=CC=C21,C102H58N16,16,0,5,23.97820000000005,1506.5030358559998,118,123.51999999999998,0.9553108808290156,3,Media,0.52,0.16,0.3374155701338161,0.293061677600362
11524464,6-(trifluoromethyl)-2-[4-[2-(trifluoromethyl)phenyl]piperazin-1-yl]-1H-benzimidazole,C1CN(CCN1C2=CC=CC=C2C(F)(F)F)C3=NC4=C(N3)C=C(C=C4)C(F)(F)F,C19H16F6N4,3,1,2,4.927100000000003,414.127915832,29,35.16,0.8248009101251423,0,Media,0.516,0.1739130434782608,0.6819446513186807,0.5549367493585757
44579808,"4-[6-(trifluoromethyl)-1H-benzimidazol-2-yl]spiro[cyclohexane-1,3'-isobenzofuran]-1'-one",C1CC2(CCC1C3=NC4=C(N3)C=C(C=C4)C(F)(F)F)C5=CC=CC=C5C(=O)O2,C21H17F3N2O2,3,1,1,5.305200000000003,386.124212444,28,54.98,0.5092761004001455,1,Baja,0.486,0.1538461538461538,0.7649285559387913,0.6121579554156319
10477251,"4-[5-chloro-6-(trifluoromethyl)-1H-benzimidazol-2-yl]spiro[cyclohexane-1,3'-isobenzofuran]-1'-one",C1CC2(CCC1C3=NC4=C(N3)C=C(C(=C4)Cl)C(F)(F)F)C5=CC=CC=C5C(=O)O2,C21H16ClF3N2O2,3,1,1,5.958600000000003,420.08524009199994,29,54.98,0.5274645325572935,1,Baja,0.456,0.1625,0.7355903612396595,0.5923177709297446
129855874,3-[4-(4-chloro-5-fluoro-1H-benzimidazol-2-yl)phenyl]thiazolidin-4-one,C1C(=O)N(CS1)C2=CC=C(C=C2)C3=NC4=C(N3)C=CC(=C4Cl)F,C16H11ClFN3OS,3,1,2,4.059700000000001,347.029538872,23,48.99,0.4694835680751174,0,Baja,0.446,0.2318840579710145,0.8198417240552687,0.6728523075342052
